split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,3092,3092::term::0,Try the tandoori salmon!,tandoori salmon,tandoori salmon,positive
train,3686,3686::term::0,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,atmosphere,positive
train,1922,1922::term::0,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,space,negative
train,1922,1922::term::1,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,service,positive
train,2454,2454::term::0,I love the atmorphere @ peep!,atmorphere,atmorphere,positive
train,603,603::term::0,The service was attentive and her suggestions of menu items was right on the mark.,service,service,positive
train,603,603::term::1,The service was attentive and her suggestions of menu items was right on the mark.,menu items,menu items,positive
train,678,678::term::0,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,three course meal,positive
train,1830,1830::term::0,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,pizza,positive
train,2521,2521::term::0,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,environment,positive
train,2521,2521::term::1,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,food,negative
train,2521,2521::term::2,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,service,negative
train,1918,1918::term::0,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,crawfish boiled,positive
train,2930,2930::term::0,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,reservation,neutral
train,887,887::term::0,What came to our table was burned beyond recognition and stringy.,table,table,neutral
train,2448,2448::term::0,I had the Pad Thai and the noodles were sticky.,Pad Thai,pad thai,negative
train,2448,2448::term::1,I had the Pad Thai and the noodles were sticky.,noodles,noodles,negative
train,3244,3244::term::0,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,delivered,neutral
train,1478,1478::term::0,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,values for your money,positive
train,1413,1413::term::0,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,lunch,positive
train,3129,3129::term::0,The hostess is rude to the point of being offensive.,hostess,hostess,negative
train,2271,2271::term::0,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,food,positive
train,2271,2271::term::1,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,wait building,negative
train,1554,1554::term::0,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,corridor,negative
train,1554,1554::term::1,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,space,negative
train,1554,1554::term::2,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,counters,negative
train,1554,1554::term::3,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,counter,negative
train,1554,1554::term::4,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,entrees,neutral
train,2306,2306::term::0,The food is great.,food,food,positive
train,1975,1975::term::0,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,steaks,positive
train,1975,1975::term::1,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,salads,positive
train,1975,1975::term::2,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,sides,positive
train,3699,3699::term::0,"Lunch came with pickels and slaw, no extra charge.",Lunch,lunch,positive
train,3699,3699::term::1,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,pickels and slaw,neutral
train,2875,2875::term::0,Decent wine at reasonable prices.,wine,wine,positive
train,2875,2875::term::1,Decent wine at reasonable prices.,prices,prices,positive
train,2303,2303::term::0,All conveniently delivered right to the door.,delivered,delivered,positive
train,2513,2513::term::0,even the wine by the glass was good.,wine by the glass,wine by the glass,positive
train,809,809::term::0,would have rather tried terrace in the sky or water club for that price,price,price,negative
train,141,141::term::0,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,dish,positive
train,3655,3655::term::0,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,change mojito,positive
train,2098,2098::term::0,Okay service.,service,service,neutral
train,1624,1624::term::0,The only thing more wonderful than the food (which is exceptional) is the service.,food,food,positive
train,1624,1624::term::1,The only thing more wonderful than the food (which is exceptional) is the service.,service,service,positive
train,2377,2377::term::0,"The food was just awful, ATROCIOUS actually.",food,food,negative
train,338,338::term::0,The soup for the udon was soy sauce and water.,soup for the udon,soup for the udon,negative
train,338,338::term::1,The soup for the udon was soy sauce and water.,soy sauce,soy sauce,neutral
train,338,338::term::2,The soup for the udon was soy sauce and water.,water,water,neutral
train,1630,1630::term::0,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,anti-pasta,positive
train,1630,1630::term::1,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,calamari,positive
train,1630,1630::term::2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,filling pasta mains,positive
train,1907,1907::term::0,The waitress suggested glasses of wine that went very well with the food.,waitress,waitress,positive
train,1907,1907::term::1,The waitress suggested glasses of wine that went very well with the food.,food,food,neutral
