split,sentence_id,category_id,text,category,polarity
train,2875,2875::cat::0,Decent wine at reasonable prices.,food,positive
train,2875,2875::cat::1,Decent wine at reasonable prices.,price,positive
train,2303,2303::cat::0,All conveniently delivered right to the door.,service,positive
train,2513,2513::cat::0,even the wine by the glass was good.,food,positive
train,458,458::cat::0,Nice Family owned traditional restaurant.,anecdotes/miscellaneous,positive
train,809,809::cat::0,would have rather tried terrace in the sky or water club for that price,anecdotes/miscellaneous,neutral
train,809,809::cat::1,would have rather tried terrace in the sky or water club for that price,price,negative
train,141,141::cat::0,This dish is my favorite and I always get it when I go there and never get tired of it.,food,positive
train,3655,3655::cat::0,"I also ordered the Change Mojito, which was out of this world.",food,positive
train,2098,2098::cat::0,Okay service.,service,neutral
train,1624,1624::cat::0,The only thing more wonderful than the food (which is exceptional) is the service.,food,positive
train,1624,1624::cat::1,The only thing more wonderful than the food (which is exceptional) is the service.,service,positive
train,1928,1928::cat::0,We were very pleasantly surprised.,anecdotes/miscellaneous,positive
train,2377,2377::cat::0,"The food was just awful, ATROCIOUS actually.",food,negative
train,3209,3209::cat::0,I will never visit this restaurant again.,anecdotes/miscellaneous,negative
train,338,338::cat::0,The soup for the udon was soy sauce and water.,food,negative
train,1630,1630::cat::0,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",food,positive
train,1907,1907::cat::0,The waitress suggested glasses of wine that went very well with the food.,food,positive
train,1907,1907::cat::1,The waitress suggested glasses of wine that went very well with the food.,service,positive
train,1557,1557::cat::0,"(or sister, in my case!).",anecdotes/miscellaneous,neutral
train,3408,3408::cat::0,I've eaten at many different Indian restaurants.,anecdotes/miscellaneous,neutral
train,1535,1535::cat::0,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive
train,1535,1535::cat::1,"They might be all business at the counter when you give your order, but their food says I love you.",service,negative
train,3202,3202::cat::0,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,positive
train,449,449::cat::0,Try their plain pizza with fresh garlic or eggplant.,food,positive
train,1449,1449::cat::0,Don't go there!,anecdotes/miscellaneous,negative
train,927,927::cat::0,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",service,conflict
train,585,585::cat::0,Good luck getting a table.,anecdotes/miscellaneous,negative
train,1927,1927::cat::0,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",anecdotes/miscellaneous,neutral
train,1367,1367::cat::0,Don't look down your nose at me like that...,anecdotes/miscellaneous,negative
train,701,701::cat::0,Planet Thai is great!,anecdotes/miscellaneous,positive
train,345,345::cat::0,The service is awful.,service,negative
train,293,293::cat::0,Just don't do it.,anecdotes/miscellaneous,negative
train,1720,1720::cat::0,Just ignore the trendy wannabes.,anecdotes/miscellaneous,negative
train,1494,1494::cat::0,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,positive
train,1085,1085::cat::0,"Trust me, it will be great, and all of it will be devoured in no time.",food,positive
train,2636,2636::cat::0,My girlfiends and I ate at O.G. again last night.,anecdotes/miscellaneous,neutral
train,1179,1179::cat::0,I wish they had one near my office- I would go everyday.,anecdotes/miscellaneous,positive
train,1976,1976::cat::0,Finally!,anecdotes/miscellaneous,positive
train,1315,1315::cat::0,Amma has the worst value for money I have experienced in NYC over the past 2 years.,price,negative
train,3194,3194::cat::0,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",anecdotes/miscellaneous,neutral
train,688,688::cat::0,I think this would be a pretty good spot if it were not so overpriced and overrated.,price,negative
train,2393,2393::cat::0,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,service,positive
train,1278,1278::cat::0,The pizza is good though.,food,positive
train,2201,2201::cat::0,bottles of wine are cheap and good.,price,positive
train,2201,2201::cat::1,bottles of wine are cheap and good.,food,positive
train,624,624::cat::0,You will not be disapointed at all.,anecdotes/miscellaneous,positive
train,3252,3252::cat::0,Walk-ins are risky too.,anecdotes/miscellaneous,negative
train,620,620::cat::0,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive
train,3541,3541::cat::0,They didn't give us the dinner special until we asked for it.,service,negative
train,865,865::cat::0,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,food,positive
train,375,375::cat::0,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",food,positive
train,2126,2126::cat::0,Very good service and very good prices.,service,positive
train,2126,2126::cat::1,Very good service and very good prices.,price,positive
train,2078,2078::cat::0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,anecdotes/miscellaneous,positive
train,846,846::cat::0,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive
train,2158,2158::cat::0,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,food,positive
train,1578,1578::cat::0,Our food was great too!,food,positive
train,1282,1282::cat::0,Open late (well as late as I ever got there and I'm a night person),anecdotes/miscellaneous,positive
train,1319,1319::cat::0,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",service,negative
train,1175,1175::cat::0,"Get your food to go, find a bench, and kick back with a plate of dumplings.",anecdotes/miscellaneous,positive
train,1115,1115::cat::0,"Please try the Filet Mignon, its just the most tender piece ever.",food,positive
train,3396,3396::cat::0,"Everything we had was pretty good, but we have only been there once.",food,positive
train,34,34::cat::0,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",anecdotes/miscellaneous,negative
train,798,798::cat::0,Something about them being busy with holiday party's.,anecdotes/miscellaneous,negative
train,395,395::cat::0,The sake menu should not be overlooked!,food,positive
train,1838,1838::cat::0,I would highly recommend.,anecdotes/miscellaneous,positive
train,176,176::cat::0,This place is great.,anecdotes/miscellaneous,positive
train,3102,3102::cat::0,the drinks are amazing and half off till 8pm.,food,positive
train,3102,3102::cat::1,the drinks are amazing and half off till 8pm.,price,positive
train,984,984::cat::0,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,food,positive
train,2138,2138::cat::0,"With so many poor experiences to be had in the theater district, is truly an excellent find!",anecdotes/miscellaneous,positive
train,1472,1472::cat::0,This has got to be one of the most overrated restaurants in Brooklyn.,anecdotes/miscellaneous,negative
train,1969,1969::cat::0,"The service, wine selection, ambiance are all outstanding and deserve recognition.",food,positive
train,1969,1969::cat::1,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive
train,1969,1969::cat::2,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambience,positive
train,1674,1674::cat::0,"Went there last night for 2 year anniversery, and wasn't all that impressed.",anecdotes/miscellaneous,negative
train,1330,1330::cat::0,It was rather pathetic that it took them over an hour to seat us.,service,negative
train,763,763::cat::0,"We were seated promptly as we had reservations, however after that the service was slow.",service,conflict
train,332,332::cat::0,At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,anecdotes/miscellaneous,neutral
